排名,名称,链接,星级,评分,评价人数,封面图片,导演,年份
55,死亡诗社,https://movie.douban.com/subject/1291548/,4.5,9.2,698326,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2575465690.jpg,"
                            导演: 彼得·威尔 Peter Weir   主演: 罗宾·威廉姆斯 Robin Williams / 罗伯...","
                            1989 / 美国 / 剧情
                        "
56,指环王1：护戒使者,https://movie.douban.com/subject/1291571/,4.5,9.1,823539,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2373910134.jpg,"
                            导演: 彼得·杰克逊 Peter Jackson   主演: 伊利亚·伍德 Elijah Wood / 西恩...","
                            2001 / 新西兰 美国 / 剧情 动作 奇幻 冒险
                        "
57,黑客帝国,https://movie.douban.com/subject/1291843/,4.5,9.1,816260,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p451926968.jpg,"
                            导演: 安迪·沃卓斯基 Andy Wachowski / 拉娜·沃卓斯基 Lana Wachowski   主...","
                            1999 / 美国 / 动作 科幻
                        "
58,教父2,https://movie.douban.com/subject/1299131/,4.5,9.3,534759,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2194138787.jpg,"
                            导演: 弗朗西斯·福特·科波拉 Francis Ford Coppola   主演: 阿尔·帕西诺 A...","
                            1974 / 美国 / 剧情 犯罪
                        "
59,狮子王,https://movie.douban.com/subject/1301753/,4.5,9.1,814294,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p726659067.jpg,"
                            导演: Roger Allers / 罗伯·明可夫 Rob Minkoff   主演: 乔纳森·泰勒·托马...","
                            1994 / 美国 / 动画 冒险 歌舞
                        "
60,辩护人,https://movie.douban.com/subject/21937445/,4.5,9.2,576021,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2158166535.jpg,"
                            导演: 杨宇硕 Woo-seok Yang   主演: 宋康昊 Kang-ho Song / 金英爱 Yeong-ae...","
                            2013 / 韩国 / 剧情
                        "
61,饮食男女,https://movie.douban.com/subject/1291818/,4.5,9.2,602135,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1910899751.jpg,"
                            导演: 李安 Ang Lee   主演: 郎雄 Sihung Lung / 杨贵媚 Kuei-Mei Yang / 吴...","
                            1994 / 中国台湾 美国 / 剧情 家庭
                        "
62,搏击俱乐部,https://movie.douban.com/subject/1292000/,4.5,9.0,824732,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1910931622.jpg,"
                            导演: 大卫·芬奇 David Fincher   主演: 爱德华·诺顿 Edward Norton / 布拉...","
                            1999 / 美国 德国 意大利 / 剧情 动作 悬疑 惊悚
                        "
63,美丽心灵,https://movie.douban.com/subject/1306029/,4.5,9.1,749172,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1665997400.jpg,"
                            导演: 朗·霍华德 Ron Howard   主演: 罗素·克劳 Russell Crowe / 艾德·哈...","
                            2001 / 美国 / 传记 剧情
                        "
64,本杰明·巴顿奇事,https://movie.douban.com/subject/1485260/,4.5,9.0,958366,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2192535722.jpg,"
                            导演: 大卫·芬奇 David Fincher   主演: 凯特·布兰切特 Cate Blanchett / ...","
                            2008 / 美国 / 剧情 爱情 奇幻
                        "
65,穿条纹睡衣的男孩,https://movie.douban.com/subject/3008247/,4.5,9.2,545839,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1473670352.jpg,"
                            导演: 马克·赫尔曼 Mark Herman   主演: 阿萨·巴特菲尔德 Asa Butterfield ...","
                            2008 / 英国 美国 / 剧情 战争
                        "
66,窃听风暴,https://movie.douban.com/subject/1900841/,4.5,9.2,549307,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1808872109.jpg,"
                            导演: 弗洛里安·亨克尔·冯·多纳斯马尔克 Florian Henckel von Donnersmarck  &n...","
                            2006 / 德国 / 剧情 悬疑
                        "
67,情书,https://movie.douban.com/subject/1292220/,4.5,8.9,1077417,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2648230660.jpg,"
                            导演: 岩井俊二 Shunji Iwai   主演: 中山美穗 Miho Nakayama / 丰川悦司 Ets...","
                            1995 / 日本 / 剧情 爱情
                        "
68,两杆大烟枪,https://movie.douban.com/subject/1293350/,4.5,9.1,580958,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792443418.jpg,"
                            导演: Guy Ritchie   主演: Jason Flemyng / Dexter Fletcher / Nick Moran","
                            1998 / 英国 / 剧情 喜剧 犯罪
                        "
69,西西里的美丽传说,https://movie.douban.com/subject/1292402/,4.5,8.9,949741,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2441988159.jpg,"
                            导演: 朱塞佩·托纳多雷 Giuseppe Tornatore   主演: 莫妮卡·贝鲁奇 Monica ...","
                            2000 / 意大利 美国 / 剧情 战争 情色
                        "
70,音乐之声,https://movie.douban.com/subject/1294408/,4.5,9.1,585182,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p453788577.jpg,"
                            导演: 罗伯特·怀斯 Robert Wise   主演: 朱莉·安德鲁斯 Julie Andrews / 克...","
                            1965 / 美国 / 剧情 传记 爱情 歌舞
                        "
71,看不见的客人,https://movie.douban.com/subject/26580232/,4.5,8.8,1222333,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2498971355.jpg,"
                            导演: 奥里奥尔·保罗 Oriol Paulo   主演: 马里奥·卡萨斯 Mario Casas / 阿...","
                            2016 / 西班牙 / 剧情 犯罪 悬疑 惊悚
                        "
72,阿凡达,https://movie.douban.com/subject/1652587/,4.5,8.8,1385537,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2180085848.jpg,"
                            导演: 詹姆斯·卡梅隆 James Cameron   主演: 萨姆·沃辛顿 Sam Worthington ...","
                            2009 / 美国 / 动作 科幻 冒险
                        "
73,拯救大兵瑞恩,https://movie.douban.com/subject/1292849/,4.5,9.1,630305,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1014542496.jpg,"
                            导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 汤姆·汉克斯 Tom Hanks...","
                            1998 / 美国 / 剧情 战争
                        "
74,飞越疯人院,https://movie.douban.com/subject/1292224/,4.5,9.1,534431,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792238287.jpg,"
                            导演: 米洛斯·福尔曼 Miloš Forman   主演: 杰克·尼科尔森 Jack Nichols...","
                            1975 / 美国 / 剧情
                        "
75,小鞋子,https://movie.douban.com/subject/1303021/,4.5,9.2,399664,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2165511465.jpg,"
                            导演: 马基德·马基迪 Majid Majidi   主演: 默罕默德·阿米尔·纳吉 Mohamma...","
                            1997 / 伊朗 / 剧情 儿童 家庭
                        "
76,哈利·波特与死亡圣器(下),https://movie.douban.com/subject/3011235/,4.5,9.0,804925,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1131848955.jpg,"
                            导演: 大卫·叶茨 David Yates   主演: 丹尼尔·雷德克里夫 Daniel Radcliffe...","
                            2011 / 美国 英国 / 奇幻 冒险
                        "
77,沉默的羔羊,https://movie.douban.com/subject/1293544/,4.5,8.9,862522,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1593414327.jpg,"
                            导演: 乔纳森·戴米 Jonathan Demme   主演: 朱迪·福斯特 Jodie Foster / 安...","
                            1991 / 美国 / 剧情 犯罪 惊悚
                        "
78,禁闭岛,https://movie.douban.com/subject/2334904/,4.5,8.9,946191,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p450262388.jpg,"
                            导演: Martin Scorsese   主演: 莱昂纳多·迪卡普里奥 Leonardo DiCaprio / ...","
                            2010 / 美国 / 剧情 悬疑 惊悚
                        "
79,布达佩斯大饭店,https://movie.douban.com/subject/11525673/,4.5,8.9,900599,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2178872593.jpg,"
                            导演: 韦斯·安德森 Wes Anderson   主演: 拉尔夫·费因斯 Ralph Fiennes / ...","
                            2014 / 美国 德国 英国 / 剧情 喜剧 冒险
                        "
80,致命魔术,https://movie.douban.com/subject/1780330/,4.5,8.9,834991,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p480383375.jpg,"
                            导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 休·杰克曼 Hugh Jackman...","
                            2006 / 英国 美国 / 剧情 悬疑 惊悚
                        "
81,蝴蝶效应,https://movie.douban.com/subject/1292343/,4.5,8.9,911665,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2209066019.jpg,"
                            导演: 埃里克·布雷斯 Eric Bress / J·麦基·格鲁伯 J. Mackye Gruber   主...","
                            2004 / 美国 加拿大 / 剧情 悬疑 科幻 惊悚
                        "
82,海豚湾,https://movie.douban.com/subject/3442220/,4.5,9.3,351142,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2559579779.jpg,"
                            导演: 路易·西霍尤斯 Louie Psihoyos   主演: Richard O'Barry / 路易·西霍...","
                            2009 / 美国 / 纪录片
                        "
83,心灵捕手,https://movie.douban.com/subject/1292656/,4.5,8.9,688480,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p480965695.jpg,"
                            导演: 格斯·范·桑特 Gus Van Sant   主演: 马特·达蒙 Matt Damon / 罗宾·...","
                            1997 / 美国 / 剧情
                        "
84,功夫,https://movie.douban.com/subject/1291543/,4.5,8.8,1084048,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2219011938.jpg,"
                            导演: 周星驰 Stephen Chow   主演: 周星驰 Stephen Chow / 元秋 Qiu Yuen / ...","
                            2004 / 中国大陆 中国香港 / 动作 喜剧 犯罪 奇幻
                        "
85,美国往事,https://movie.douban.com/subject/1292262/,4.5,9.2,401043,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p477229647.jpg,"
                            导演: 赛尔乔·莱翁内 Sergio Leone   主演: 罗伯特·德尼罗 Robert De Niro ...","
                            1984 / 美国 意大利 / 犯罪 剧情
                        "
86,低俗小说,https://movie.douban.com/subject/1291832/,4.5,8.9,810253,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1910902213.jpg,"
                            导演: 昆汀·塔伦蒂诺 Quentin Tarantino   主演: 约翰·特拉沃尔塔 John Tra...","
                            1994 / 美国 / 剧情 喜剧 犯罪
                        "
87,摩登时代,https://movie.douban.com/subject/1294371/,4.5,9.3,291583,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2263408369.jpg,"
                            导演: 查理·卓别林 Charles Chaplin   主演: 查理·卓别林 Charles Chaplin ...","
                            1936 / 美国 / 剧情 喜剧 爱情
                        "
88,春光乍泄,https://movie.douban.com/subject/1292679/,4.5,9.0,612072,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p465939041.jpg,"
                            导演: 王家卫 Kar Wai Wong   主演: 张国荣 Leslie Cheung / 梁朝伟 Tony Leu...","
                            1997 / 中国香港 日本 韩国 / 剧情 爱情 同性
                        "
89,哈利·波特与阿兹卡班的囚徒,https://movie.douban.com/subject/1291544/,4.5,8.9,699855,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1910812549.jpg,"
                            导演: Alfonso Cuarón   主演: 丹尼尔·雷德克里夫 Daniel Radcliffe / Emma...","
                            2004 / 英国 美国 / 奇幻 冒险
                        "
90,超脱,https://movie.douban.com/subject/5322596/,4.5,9.0,570712,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1305562621.jpg,"
                            导演: 托尼·凯耶 Tony Kaye   主演: 艾德里安·布洛迪 Adrien Brody / 马西...","
                            2011 / 美国 / 剧情
                        "
91,喜剧之王,https://movie.douban.com/subject/1302425/,4.5,8.8,942235,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2579932167.jpg,"
                            导演: 周星驰 Stephen Chow / 李力持 Lik-Chi Lee   主演: 周星驰 Stephen Ch...","
                            1999 / 中国香港 / 喜剧 剧情 爱情
                        "
92,致命ID,https://movie.douban.com/subject/1297192/,4.5,8.9,798351,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2558364386.jpg,"
                            导演: 詹姆斯·曼高德 James Mangold   主演: 约翰·库萨克 John Cusack / 雷...","
                            2003 / 美国 / 剧情 悬疑 惊悚
                        "
93,七宗罪,https://movie.douban.com/subject/1292223/,4.5,8.8,921586,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2219586434.jpg,"
                            导演: 大卫·芬奇 David Fincher   主演: 摩根·弗里曼 Morgan Freeman / 布...","
                            1995 / 美国 / 剧情 犯罪 悬疑 惊悚
                        "
94,杀人回忆,https://movie.douban.com/subject/1300299/,4.5,8.9,689200,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1633113220.jpg,"
                            导演: 奉俊昊 Joon-ho Bong   主演: 宋康昊 Kang-ho Song / 金相庆 Sang-kyun...","
                            2003 / 韩国 / 剧情 动作 犯罪 悬疑 惊悚
                        "
95,红辣椒,https://movie.douban.com/subject/1865703/,4.5,9.1,445945,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p456825720.jpg,"
                            导演: 今敏 Satoshi Kon   主演: 林原惠美 Megumi Hayashibara / 江守彻 Toru...","
                            2006 / 日本 / 动画 悬疑 科幻 惊悚
                        "
96,加勒比海盗,https://movie.douban.com/subject/1298070/,4.5,8.8,835006,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1596085504.jpg,"
                            导演: 戈尔·维宾斯基 Gore Verbinski   主演: 约翰尼·德普 Johnny Depp / ...","
                            2003 / 美国 / 动作 冒险 奇幻
                        "
97,狩猎,https://movie.douban.com/subject/6985810/,4.5,9.1,377652,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1546987967.jpg,"
                            导演: 托马斯·温特伯格 Thomas Vinterberg   主演: 麦斯·米科尔森 Mads Mik...","
                            2012 / 丹麦 瑞典 / 剧情
                        "
98,哈利·波特与密室,https://movie.douban.com/subject/1296996/,4.5,8.8,727152,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1082651990.jpg,"
                            导演: Chris Columbus   主演: 丹尼尔·雷德克里夫 Daniel Radcliffe / 艾玛...","
                            2002 / 英国 美国 / 奇幻 冒险
                        "
99,被嫌弃的松子的一生,https://movie.douban.com/subject/1787291/,4.5,8.9,687936,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p884763596.jpg,"
                            导演: 中岛哲也 Tetsuya Nakashima   主演: 中谷美纪 Miki Nakatani / 瑛太 E...","
                            2006 / 日本 / 剧情 歌舞
                        "
100,7号房的礼物,https://movie.douban.com/subject/10777687/,4.5,8.9,542579,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1816276065.jpg,"
                            导演: 李焕庆 Hwan-kyeong Lee   主演: 柳承龙 Seung-yong Ryoo / 朴信惠 Shi...","
                            2013 / 韩国 / 剧情 喜剧 家庭
                        "
101,一一,https://movie.douban.com/subject/1292434/,4.5,9.1,376618,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2567845803.jpg,"
                            导演: 杨德昌 Edward Yang   主演: 吴念真 / 李凯莉 Kelly Lee / 金燕玲 Elai...","
                            2000 / 中国台湾 日本 / 剧情 爱情 家庭
                        "
102,请以你的名字呼唤我,https://movie.douban.com/subject/26799731/,4.5,8.9,700394,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2505525050.jpg,"
                            导演: 卢卡·瓜达尼诺 Luca Guadagnino   主演: 艾米·汉莫 Armie Hammer / ...","
                            2017 / 意大利 法国 巴西 美国 / 剧情 爱情 同性
                        "
103,唐伯虎点秋香,https://movie.douban.com/subject/1306249/,4.5,8.7,1047540,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2357915564.jpg,"
                            导演: 李力持 Lik-Chi Lee   主演: 周星驰 Stephen Chow / 巩俐 Li Gong / 陈...","
                            1993 / 中国香港 / 喜剧 爱情 古装
                        "
104,断背山,https://movie.douban.com/subject/1418834/,4.5,8.8,691960,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2604889017.jpg,"
                            导演: 李安 Ang Lee   主演: 希斯·莱杰 Heath Ledger / 杰克·吉伦哈尔 Jake...","
                            2005 / 美国 加拿大 / 剧情 爱情 同性 家庭
                        "
105,剪刀手爱德华,https://movie.douban.com/subject/1292370/,4.5,8.7,1014617,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p480956937.jpg,"
                            导演: 蒂姆·波顿 Tim Burton   主演: 约翰尼·德普 Johnny Depp / 薇诺娜·...","
                            1990 / 美国 / 剧情 奇幻 爱情
                        "
106,勇敢的心,https://movie.douban.com/subject/1294639/,4.5,8.9,549071,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2004174709.jpg,"
                            导演: 梅尔·吉布森 Mel Gibson   主演: 梅尔·吉布森 Mel Gibson / 苏菲·玛...","
                            1995 / 美国 / 动作 传记 剧情 历史 战争
                        "
107,入殓师,https://movie.douban.com/subject/2149806/,4.5,8.9,647155,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2707581855.jpg,"
                            导演: 泷田洋二郎 Yôjirô Takita   主演: 本木雅弘 Masahiro Motoki / ...","
                            2008 / 日本 / 剧情
                        "
108,爱在黎明破晓前,https://movie.douban.com/subject/1296339/,4.5,8.8,657892,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2555762374.jpg,"
                            导演: 理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ...","
                            1995 / 美国 奥地利 瑞士 / 剧情 爱情
                        "
109,第六感,https://movie.douban.com/subject/1297630/,4.5,8.9,540762,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2220184425.jpg,"
                            导演: M·奈特·沙马兰 M. Night Shyamalan   主演: 布鲁斯·威利斯 Bruce Wi...","
                            1999 / 美国 / 剧情 悬疑 惊悚
                        "
110,重庆森林,https://movie.douban.com/subject/1291999/,4.5,8.8,786769,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p792381411.jpg,"
                            导演: 王家卫 Kar Wai Wong   主演: 林青霞 Brigitte Lin / 金城武 Takeshi K...","
                            1994 / 中国香港 / 剧情 爱情
                        "
111,蝙蝠侠：黑暗骑士崛起,https://movie.douban.com/subject/3395373/,4.5,8.8,700153,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1706428744.jpg,"
                            导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 克里斯蒂安·贝尔 Christ...","
                            2012 / 美国 英国 / 剧情 动作 科幻 犯罪 惊悚
                        "
112,幽灵公主,https://movie.douban.com/subject/1297359/,4.5,8.9,509160,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1613191025.jpg,"
                            导演: 宫崎骏 Hayao Miyazaki   主演: 松田洋治 Yôji Matsuda / 石田百合...","
                            1997 / 日本 / 动画 奇幻 冒险
                        "
113,超能陆战队,https://movie.douban.com/subject/11026735/,4.5,8.7,984568,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2614500883.jpg,"
                            导演: 唐·霍尔 Don Hall / 克里斯·威廉姆斯 Chris Williams   主演: 斯科特...","
                            2014 / 美国 / 喜剧 动作 科幻 动画 冒险
                        "
114,菊次郎的夏天,https://movie.douban.com/subject/1293359/,4.5,8.9,578175,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2620392435.jpg,"
                            导演: 北野武 Takeshi Kitano   主演: 北野武 Takeshi Kitano / 关口雄介 Yus...","
                            1999 / 日本 / 剧情 喜剧
                        "
115,爱在日落黄昏时,https://movie.douban.com/subject/1291990/,4.5,8.9,540378,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2561542458.jpg,"
                            导演: 理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ...","
                            2004 / 美国 法国 / 剧情 爱情
                        "
116,天使爱美丽,https://movie.douban.com/subject/1292215/,4.5,8.7,941054,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2447590313.jpg,"
                            导演: 让-皮埃尔·热内 Jean-Pierre Jeunet   主演: 奥黛丽·塔图 Audrey Tau...","
                            2001 / 法国 德国 / 剧情 喜剧 爱情
                        "
117,甜蜜蜜,https://movie.douban.com/subject/1305164/,4.5,8.9,529142,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2223011274.jpg,"
                            导演: 陈可辛 Peter Chan   主演: 黎明 Leon Lai / 张曼玉 Maggie Cheung / ...","
                            1996 / 中国香港 / 剧情 爱情
                        "
118,阳光灿烂的日子,https://movie.douban.com/subject/1291875/,4.5,8.9,599621,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2564685215.jpg,"
                            导演: 姜文 Wen Jiang   主演: 夏雨 Yu Xia / 宁静 Jing Ning / 陶虹 Hong Tao","
                            1994 / 中国大陆 中国香港 / 剧情 爱情
                        "
119,小森林 夏秋篇,https://movie.douban.com/subject/25814705/,4.5,9.0,414803,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2564498893.jpg,"
                            导演: 森淳一 Junichi Mori   主演: 桥本爱 Ai Hashimoto / 三浦贵大 Takahir...","
                            2014 / 日本 / 剧情
                        "
120,完美的世界,https://movie.douban.com/subject/1300992/,4.5,9.1,305218,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2190556408.jpg,"
                            导演: 克林特·伊斯特伍德 Clint Eastwood   主演: 凯文·科斯特纳 Kevin Cos...","
                            1993 / 美国 / 剧情 犯罪
                        "
121,借东西的小人阿莉埃蒂,https://movie.douban.com/subject/4202302/,4.5,8.9,536495,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p617533616.jpg,"
                            导演: 米林宏昌 Hiromasa Yonebayashi   主演: 志田未来 Mirai Shida / 神木...","
                            2010 / 日本 / 动画 奇幻 冒险
                        "
122,消失的爱人,https://movie.douban.com/subject/21318488/,4.5,8.7,907781,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2221768894.jpg,"
                            导演: 大卫·芬奇 David Fincher   主演: 本·阿弗莱克 Ben Affleck / 罗莎蒙...","
                            2014 / 美国 / 剧情 犯罪 悬疑 惊悚
                        "
123,无人知晓,https://movie.douban.com/subject/1292337/,4.5,9.1,308355,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p661160053.jpg,"
                            导演: 是枝裕和 Hirokazu Koreeda   主演: 柳乐优弥 Yûya Yagira / 北浦爱...","
                            2004 / 日本 / 剧情
                        "
124,倩女幽魂,https://movie.douban.com/subject/1297447/,4.5,8.8,712006,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2414157745.jpg,"
                            导演: 程小东 Siu-Tung Ching   主演: 张国荣 Leslie Cheung / 王祖贤 Joey W...","
                            1987 / 中国香港 / 爱情 奇幻 武侠 古装
                        "
125,小森林 冬春篇,https://movie.douban.com/subject/25814707/,4.5,9.0,370329,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2215147728.jpg,"
                            导演: 森淳一 Junichi Mori   主演: 桥本爱 Ai Hashimoto / 三浦贵大 Takahir...","
                            2015 / 日本 / 剧情
                        "
126,侧耳倾听,https://movie.douban.com/subject/1297052/,4.5,8.9,448332,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p456692072.jpg,"
                            导演: 近藤喜文 Yoshifumi Kondo   主演: 本名阳子 Youko Honna / 小林桂树 K...","
                            1995 / 日本 / 剧情 爱情 动画
                        "
127,时空恋旅人,https://movie.douban.com/subject/10577869/,4.5,8.8,642101,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2070153774.jpg,"
                            导演: 理查德·柯蒂斯 Richard Curtis   主演: 多姆纳尔·格里森 Domhnall Gl...","
                            2013 / 英国 / 喜剧 爱情 奇幻
                        "
128,寄生虫,https://movie.douban.com/subject/27010768/,4.5,8.8,1332774,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2561439800.jpg,"
                            导演: 奉俊昊 Joon-ho Bong   主演: 宋康昊 Kang-ho Song / 李善均 Seon-gyun...","
                            2019 / 韩国 / 剧情
                        "
129,幸福终点站,https://movie.douban.com/subject/1292274/,4.5,8.8,553353,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p854757687.jpg,"
                            导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 汤姆·汉克斯 Tom Hanks...","
                            2004 / 美国 / 喜剧 剧情 爱情
                        "
130,驯龙高手,https://movie.douban.com/subject/2353023/,4.5,8.8,736598,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p490385643.jpg,"
                            导演: 迪恩·德布洛斯 Dean DeBlois / 克里斯·桑德斯 Chris Sanders   主演:...","
                            2010 / 美国 / 动画 奇幻 冒险
                        "
131,萤火之森,https://movie.douban.com/subject/5989818/,4.5,8.9,520576,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1675053073.jpg,"
                            导演: 大森贵弘 Takahiro Omori   主演: 佐仓绫音 Ayane Sakura / 内山昂辉 K...","
                            2011 / 日本 / 剧情 爱情 动画 奇幻
                        "
132,教父3,https://movie.douban.com/subject/1294240/,4.5,9.0,361861,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2169664351.jpg,"
                            导演: 弗朗西斯·福特·科波拉 Francis Ford Coppola   主演: 阿尔·帕西诺 A...","
                            1990 / 美国 / 剧情 犯罪
                        "
133,一个叫欧维的男人决定去死,https://movie.douban.com/subject/26628357/,4.5,8.9,458765,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2406624993.jpg,"
                            导演: 汉内斯·赫尔姆 Hannes Holm   主演: 罗夫·拉斯加德 Rolf Lassgård...","
                            2015 / 瑞典 / 剧情
                        "
134,怪兽电力公司,https://movie.douban.com/subject/1291579/,4.5,8.8,649645,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2513247938.jpg,"
                            导演: 彼特·道格特 Pete Docter / 大卫·斯沃曼 David Silverman   主演: 约...","
                            2001 / 美国 / 儿童 喜剧 动画 奇幻 冒险
                        "
135,未麻的部屋,https://movie.douban.com/subject/1395091/,4.5,9.1,318049,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1351050722.jpg,"
                            导演: 今敏 Satoshi Kon   主演: 岩男润子 Junko Iwao / 松本梨香 Rica Matsu...","
                            1997 / 日本 / 动画 奇幻 惊悚
                        "
136,哈利·波特与火焰杯,https://movie.douban.com/subject/1309055/,4.5,8.8,633870,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p735391084.jpg,"
                            导演: 迈克·内威尔 Mike Newell   主演: 丹尼尔·雷德克里夫 Daniel Radclif...","
                            2005 / 英国 美国 / 悬疑 奇幻 冒险
                        "
137,玩具总动员3,https://movie.douban.com/subject/1858711/,4.5,8.9,499011,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1283675359.jpg,"
                            导演: 李·昂克里奇 Lee Unkrich   主演: 汤姆·汉克斯 Tom Hanks / 蒂姆·艾...","
                            2010 / 美国 / 喜剧 动画 奇幻 冒险
                        "
138,傲慢与偏见,https://movie.douban.com/subject/1418200/,4.5,8.7,772212,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2016401659.jpg,"
                            导演: 乔·怀特 Joe Wright   主演: 凯拉·奈特莉 Keira Knightley / 马修·...","
                            2005 / 法国 英国 美国 / 剧情 爱情
                        "
139,釜山行,https://movie.douban.com/subject/25986180/,4.5,8.6,1166835,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2360940399.jpg,"
                            导演: 延尚昊 Sang-ho Yeon   主演: 孔侑 Yoo Gong / 郑有美 Yu-mi Jung / 马...","
                            2016 / 韩国 / 动作 惊悚 灾难
                        "
140,玛丽和马克思,https://movie.douban.com/subject/3072124/,4.5,8.9,414436,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p488255145.jpg,"
                            导演: 亚当·艾略特 Adam Elliot   主演: 托妮·科莱特 Toni Collette / 菲利...","
                            2009 / 澳大利亚 美国 / 剧情 喜剧 动画
                        "
